"fact_id","weather_key","county_key","air_key","ypll","fair_poor_health","physically_unhealthy","mentally_unhealthy","smokers","obese","drinking","unemployed","uninsured"
3497,235257,55537,20114,"10747.9","15.50","3.60","3.30","21.10","32.30","20.40","7.10","23.51"
3498,235258,55538,20115,"13884.5","16.50","4.00","3.60","22.90","33.70","19.30","5.73","22.06"
3499,235259,55539,20116,"13821.6","16.87","4.01","3.78","21.62","35.60","21.19","5.30","18.88"
3500,235260,55540,20117,"14493.1","18.95","4.09","3.86","21.46","33.80","20.81","5.50","17.64"
3501,235261,55541,20118,"13686.8","18.95","4.09","3.86","21.46","30.80","20.81","5.18","12.74"
3502,235262,55542,20119,"14405.9","17.03","4.05","4.01","21.00","31.90","21.27","5.29","13.82"
3503,235263,67591,20120,"16337.1","19.32","4.65","4.87","24.78","33.90","22.83","5.02","12.99"
3504,235380,10119,20146,"9783.3","14.34","3.55","2.68","19.86","22.30","12.52","9.10","26.80"
3505,235381,55543,20147,"7683.7","14.20","3.60","2.60","18.80","24.20","14.50","14.20","28.10"
3506,235382,55544,20148,"8051.4","14.20","3.50","2.50","20.70","23.50","15.20","14.60","29.70"
3507,235383,55545,20149,"9467.5","15.10","3.90","2.50","23.10","23.50","16.40","15.10","29.70"
3508,235384,55546,20150,"9467.5","15.90","4.10","2.60","21.90","26.60","15.80","13.23","29.93"
3509,235385,55547,20151,"9675.8","15.90","4.10","2.60","21.90","27.90","15.80","12.58","29.58"
3510,235386,55548,20152,"9588.1","15.80","4.00","3.60","19.50","27.80","15.80","9.42","29.99"
3511,235387,55549,20153,"10151.4","16.69","4.26","3.69","18.34","26.80","17.36","8.21","25.97"
3512,235388,55550,20154,"10322.5","17.09","3.93","3.87","17.39","26.10","16.73","7.81","22.07"
3513,235389,55551,20155,"11135.6","17.09","3.93","3.87","17.39","25.90","16.73","6.95","15.29"
3514,235390,55552,20156,"9974.1","17.28","4.47","4.09","18.38","24.80","17.71","6.38","15.60"
3515,235391,67592,20157,"8940.7","19.53","4.53","4.72","24.84","25.20","21.66","5.88","15.89"
3516,235636,10141,20186,"9928","17.52","3.68","3.47","23.28","21.20","16.72","4.30","13.70"
3517,235637,55563,20187,"9550.6","16.30","3.60","3.60","23.20","23.10","19.50","5.70","16.60"
3518,235638,55564,20188,"9206.8","17.30","4.00","3.90","23.30","25.20","18.20","6.20","18.60"
3519,235639,55565,20189,"9062.7","16.60","4.00","4.40","24.10","25.20","18.70","6.30","17.30"
3520,235640,55566,20190,"9062.7","15.90","4.10","4.10","22.60","27.40","18.90","5.82","19.32"
3521,235641,55567,20191,"8681.5","15.90","4.10","4.10","22.60","26.60","18.90","5.49","19.89"
3522,235642,55568,20192,"8695.5","15.80","4.20","3.80","20.80","25.10","21.70","4.98","17.37"
3523,235643,55569,20193,"8715.2","14.99","4.18","3.85","20.18","25.50","20.77","4.26","15.85"
3524,235644,55570,20194,"8956.5","16.70","3.66","3.36","18.11","25.70","22.07","4.30","12.53"
3525,235645,55571,20195,"9578.2","16.70","3.66","3.36","18.11","26.00","22.07","4.22","9.17"
3526,235646,55572,20196,"8685.8","15.90","4.06","3.93","17.36","25.20","20.87","4.01","9.56"
3527,235647,67594,20197,"8351.3","16.47","4.08","4.45","21.78","26.90","21.94","3.78","9.40"
3528,236788,10240,20250,"7148.1","12.62","3.53","3.45","19.82","25.70","15.74","3.40","14.40"
3529,236789,55653,20251,"6866.4","13.10","3.50","3.60","19.00","25.80","16.60","4.50","17.30"
3530,236790,55654,20252,"6691.4","13.10","3.50","3.60","18.80","27.80","16.30","5.50","19.80"
3531,236791,55655,20253,"7032.5","13.60","3.40","3.50","18.00","27.80","16.10","5.10","17.60"
3532,236792,55656,20254,"7032.5","13.40","3.40","3.50","17.10","27.10","16.10","4.37","19.60"
3533,236793,55657,20255,"7322","13.40","3.40","3.50","17.10","25.70","16.10","4.27","18.55"
3534,236794,55658,20256,"7338.4","13.50","3.70","3.20","18.60","24.80","21.10","3.75","17.77"
3535,236795,55659,20257,"6961.6","12.46","3.50","3.38","16.06","25.10","22.13","3.26","14.93"
3536,236796,55660,20258,"7344.8","13.99","3.38","3.44","16.37","25.70","22.09","3.59","12.41"
3537,236797,55661,20259,"7568.3","13.99","3.38","3.44","16.37","27.20","22.09","3.51","8.43"
3538,236798,55662,20260,"7198.4","13.06","3.53","3.80","16.19","26.80","23.35","3.34","9.04"
3539,236799,67603,20261,"7278.5","14.65","3.81","4.31","19.50","28.20","22.61","3.19","8.09"
3540,239220,25431,20309,"5896.1","11.47","2.85","2.98","21.09","26.50","16.16","3.70","13.40"
3541,239221,57923,20310,"5700.1","9.30","3.00","2.90","19.00","28.00","16.60","5.00","15.80"
3542,239222,57924,20311,"6354.2","8.80","2.80","2.70","18.60","28.60","18.20","5.70","10.80"
3543,239223,57925,20312,"7595.2","8.90","2.70","2.70","18.50","28.60","18.90","5.30","10.50"
3544,239224,57926,20313,"7595.2","8.20","2.40","2.30","18.60","31.80","18.90","4.64","9.96"
3545,239225,57927,20314,"5750.6","8.20","2.40","2.30","18.60","33.10","18.90","4.59","9.72"
3546,239226,57928,20315,"5657.9","10.00","2.60","2.50","17.60","33.80","21.60","3.78","9.82"
3547,239227,57929,20316,"6556","10.89","2.64","2.60","16.11","35.40","19.41","3.27","7.95"
3548,239228,57930,20317,"7533.9","13.08","2.84","2.82","18.26","35.90","22.16","3.52","6.72"
3549,239229,57931,20318,"6465.7","13.08","2.84","2.82","18.26","37.70","22.16","3.16","6.90"
3550,239230,57932,20319,"5415.1","12.76","2.91","3.14","15.59","39.80","22.51","2.96","7.00"
3551,239231,68824,20320,"5340.5","12.84","3.23","3.52","16.60","43.40","25.62","3.34","6.68"
3552,240628,25552,20352,"7876.5","17.94","3.03","2.57","23.09","29.10","16.19","4.00","16.60"
3553,240629,58033,20353,"6805","17.00","3.20","2.50","21.90","29.90","16.60","4.70","23.10"
3554,240630,58034,20354,"6565.8","17.20","3.40","2.50","19.80","32.40","15.70","5.10","19.30"
3555,240631,58035,20355,"7332.5","15.40","3.20","2.30","18.10","32.40","14.80","5.20","18.90"
3556,240632,58036,20356,"7332.5","13.40","3.00","2.10","18.30","32.20","15.10","4.48","20.02"
3557,240633,58037,20357,"6470.7","13.40","3.00","2.10","18.30","32.80","15.10","4.06","19.02"
3558,240634,58038,20358,"6031.5","17.20","3.20","2.80","17.20","32.90","19.40","3.49","19.36"
3559,241140,25596,20394,"6824.4","12.09","2.88","2.69","22.19","26.70","18.66","3.70","9.90"
3560,241141,58073,20395,"6902.8","12.40","2.90","2.70","21.40","27.70","20.00","5.10","13.30"
3561,241142,58074,20396,"6852","12.10","3.00","2.70","20.60","27.30","20.00","5.30","13.50"
3562,241143,58075,20397,"6379.5","12.00","3.00","2.70","19.70","27.30","20.30","5.10","13.80"
3563,241144,58076,20398,"6379.5","12.30","3.00","2.80","19.30","28.40","20.70","4.55","13.71"
3564,241145,58077,20399,"6301.2","12.30","3.00","2.80","19.30","28.00","20.70","4.46","13.26"
3565,241146,58078,20400,"6317.7","12.80","2.90","2.90","17.40","28.20","22.50","3.66","13.18"
3566,241147,58079,20401,"6258.6","13.40","2.89","3.21","18.28","27.80","22.27","3.28","11.72"
3567,241148,58080,20402,"6433.7","14.59","3.27","3.34","17.08","28.40","22.36","3.46","9.41"
3568,241149,58081,20403,"6582.8","14.59","3.27","3.34","17.08","28.80","22.36","3.18","10.35"
3569,241150,58082,20404,"6440.1","14.53","3.39","3.72","15.89","30.10","21.97","3.06","9.98"
3570,241151,68839,20405,"6493.9","15.21","3.47","3.91","17.57","31.30","24.26","3.26","10.44"
3571,241919,68845,20409,"8046.8","14.30","3.50","3.94","18.95","38.20","23.13","3.55","8.73"
3572,242676,25728,20425,"6940.9","16.21","3.23","2.60","21.61","31.30","15.14","3.10","12.90"
3573,242677,58193,20426,"6534.9","15.60","3.20","2.60","19.80","31.90","16.50","4.30","18.50"
3574,242678,58194,20427,"5902.8","15.30","3.20","2.60","18.70","31.80","17.10","4.40","15.70"
3575,242679,58195,20428,"5589.7","15.10","3.20","2.80","17.60","31.80","17.40","4.30","16.70"
3576,242680,58196,20429,"5589.7","14.40","3.10","2.70","16.80","31.20","18.10","3.76","17.35"
3577,242681,58197,20430,"5886.9","14.40","3.10","2.70","16.80","31.10","18.10","3.57","16.92"
3578,242682,58198,20431,"5695.8","17.10","3.30","2.80","16.50","33.00","17.60","3.84","16.91"
3579,242683,58199,20432,"6118.6","15.47","3.16","3.09","16.59","33.90","19.34","3.92","14.93"
3580,242684,58200,20433,"5760.6","15.53","3.11","3.06","16.11","32.90","17.91","3.83","14.03"
3581,242685,58201,20434,"6145.8","15.53","3.11","3.06","16.11","33.40","17.91","3.45","13.86"
3582,242686,58202,20435,"6880.4","17.55","3.34","3.51","15.72","34.90","19.03","3.16","13.44"
3583,242687,68851,20436,"7094.2","17.16","3.54","3.85","16.18","37.30","21.04","3.45","12.13"
3584,244468,25882,20441,"9476.6","12.18","2.49","2.41","17.95","27.50","20.03","3.20","16.70"
3585,244469,58333,20442,"9680.3","12.60","2.60","2.40","16.10","28.10","20.50","3.70","19.80"
3586,244470,58334,20443,"10836.5","12.40","2.70","2.50","16.70","27.80","22.10","4.00","16.70"
3587,244471,58335,20444,"8115.7","11.70","2.50","2.50","14.10","27.80","20.50","3.70","19.00"
3588,244472,58336,20445,"8115.7","11.90","2.50","2.80","13.60","27.90","20.70","3.15","18.17"
3589,244473,58337,20446,"8262.5","11.90","2.50","2.80","13.60","28.20","20.70","3.48","17.54"
3590,244474,58338,20447,"8485.6","12.60","2.80","2.90","15.70","30.00","19.80","3.15","18.18"
3591,244475,58339,20448,"7761.8","12.94","2.88","2.91","15.24","31.60","18.26","3.17","16.17"
3592,244476,58340,20449,"6823.1","13.70","3.09","3.05","15.86","32.20","19.69","3.22","13.29"
3593,244477,58341,20450,"6000.9","13.70","3.09","3.05","15.86","32.30","19.69","3.47","14.16"
3594,244478,58342,20451,"7026.7","14.03","3.20","3.54","13.49","32.00","19.46","3.04","13.12"
3595,244479,68865,20452,"6325.8","14.32","3.28","3.48","17.08","34.40","22.94","2.99","12.39"
3596,244596,25893,20483,"5219.5","9.93","2.95","2.61","20.57","26.30","19.28","3.10","10.00"
3597,244597,58343,20484,"5244.9","9.90","3.00","2.60","19.30","26.20","19.30","4.30","14.90"
3598,244598,58344,20485,"5195.5","9.60","2.90","2.70","18.80","27.50","20.20","4.20","12.40"
3599,244599,58345,20486,"4880","9.90","2.80","2.80","18.50","27.50","20.40","4.00","11.80"
3600,244600,58346,20487,"4880","10.10","2.80","2.90","18.30","26.70","19.70","3.55","11.96"
3601,244601,58347,20488,"5062.6","10.10","2.80","2.90","18.30","26.30","19.70","3.52","12.44"
3602,244602,58348,20489,"5029.4","9.80","2.80","3.00","16.30","26.10","23.30","2.93","12.38"
3603,244603,58349,20490,"5108.8","9.78","2.78","3.01","15.05","26.00","22.89","2.61","9.99"
3604,244604,58350,20491,"5218.4","11.07","2.78","3.10","14.33","27.20","24.95","2.89","8.52"
3605,244605,58351,20492,"5198.5","11.07","2.78","3.10","14.33","27.60","24.95","2.64","9.08"
3606,244606,58352,20493,"5411","13.62","3.14","3.26","12.90","28.70","25.14","2.54","8.39"
3607,244607,68866,20494,"5473.5","12.53","3.15","3.83","16.43","29.80","25.45","2.77","8.03"
3608,247412,26135,20532,"4531.8","10.09","2.87","2.55","19.03","28.50","19.31","3.20","9.80"
3609,247413,58563,20533,"4412.2","10.00","2.80","2.50","19.00","28.40","20.20","4.60","14.10"
3610,247414,58564,20534,"4702.8","9.90","2.80","2.60","18.00","29.10","20.30","4.80","9.20"
3611,247415,58565,20535,"4520","9.80","2.90","2.60","17.50","29.10","20.80","4.60","9.20"
3612,247416,58566,20536,"4520","10.00","3.00","2.50","16.70","27.80","21.40","4.10","9.24"
3613,247417,58567,20537,"4353.7","10.00","3.00","2.50","16.70","28.40","21.40","4.03","8.29"
3614,247418,58568,20538,"4367.8","10.10","2.60","2.50","14.50","28.90","22.00","3.14","8.89"
3615,247419,58569,20539,"4509.8","10.90","2.77","2.70","12.21","30.60","19.67","2.79","7.15"
3616,247420,58570,20540,"4384.9","11.95","2.73","3.05","14.82","31.60","22.38","3.04","5.77"
3617,247421,58571,20541,"4609.4","11.95","2.73","3.05","14.82","32.50","22.38","2.78","6.27"
3618,247422,58572,20542,"4882.7","10.59","2.74","3.35","12.97","32.60","23.89","2.66","6.47"
3619,247423,68888,20543,"4742.1","10.34","2.89","3.12","14.00","34.30","21.62","2.90","6.17"
3620,247668,26157,20567,"8870.1","16.22","3.90","3.72","21.17","30.30","10.11","3.70","11.20"
3621,247669,58583,20568,"8200.9","16.40","3.80","3.70","20.10","31.10","11.00","5.20","15.30"
3622,247670,58584,20569,"7721.2","15.30","3.70","3.60","20.10","32.40","11.40","5.40","15.40"
3623,247671,58585,20570,"7281.2","14.80","3.70","3.50","19.50","32.40","11.70","4.90","15.90"
3624,247672,58586,20571,"7281.2","14.10","3.90","3.90","17.60","32.40","10.90","4.52","15.41"
3625,247673,58587,20572,"7379.4","14.10","3.90","3.90","17.60","33.30","10.90","4.22","15.77"
3626,247674,58588,20573,"8053","17.20","3.60","3.10","19.20","34.20","16.60","3.72","14.30"
3627,247675,58589,20574,"8041.4","16.17","3.62","3.27","17.20","33.90","14.75","3.40","14.96"
3628,247676,58590,20575,"7648","16.68","3.69","3.51","18.92","35.10","17.57","3.62","11.79"
3629,247677,58591,20576,"7466.1","16.68","3.69","3.51","18.92","34.20","17.57","3.42","12.29"
3630,247678,58592,20577,"7424.3","19.23","3.67","4.03","18.20","35.50","16.24","3.21","11.14"
3631,247679,68890,20578,"8153.9","18.46","4.00","4.22","17.52","34.40","18.37","3.68","11.24"
3632,248948,26267,20594,"4340","11.66","3.14","2.06","20.63","27.20","18.52","3.10","13.70"
3633,248949,58683,20595,"4280.7","10.30","3.10","2.10","19.80","28.60","20.00","4.50","14.50"
3634,248950,58684,20596,"3912.6","9.10","2.70","2.00","18.60","29.80","19.90","4.80","8.50"
3635,248951,58685,20597,"4819.3","9.10","2.70","2.20","19.10","29.80","20.70","4.40","9.10"
3636,248952,58686,20598,"4819.3","8.20","2.50","2.40","17.30","30.70","22.00","3.74","8.94"
3637,248953,58687,20599,"4843.9","8.20","2.50","2.40","17.30","31.20","22.00","3.93","8.34"
3638,248954,58688,20600,"5041.9","9.70","2.50","2.50","13.90","31.00","21.30","3.22","8.23"
3639,248955,58689,20601,"4762.4","10.61","2.52","2.57","13.82","31.50","21.19","2.96","6.38"
3640,248956,58690,20602,"4879.2","11.46","2.69","3.13","12.96","31.60","21.90","3.34","5.68"
3641,248957,58691,20603,"4725.5","11.46","2.69","3.13","12.96","32.60","21.90","3.09","5.63"
3642,248958,58692,20604,"4632.9","11.72","2.75","3.18","13.61","32.00","22.16","2.81","6.16"
3643,248959,68900,20605,"4412.1","11.51","2.85","3.16","15.24","32.70","25.57","2.92","5.96"
3644,250484,4894,20618,"9315.8","15.00","3.68","3.37","24.85","26.80","19.64","6.00","19.30"
3645,250485,46913,20619,"9529.1","15.80","3.90","3.50","23.30","25.80","19.60","9.10","23.30"
3646,250486,46914,20620,"9645.3","15.60","3.90","4.00","21.70","28.80","17.70","11.60","22.70"
3647,250487,46915,20621,"8756.6","15.60","3.90","4.00","21.60","28.80","17.20","11.00","23.10"
3648,250488,46916,20622,"8756.6","13.60","4.00","3.90","23.50","31.60","17.90","9.21","21.77"
3649,250489,46917,20623,"8978.8","13.60","4.00","3.90","23.50","31.60","17.90","8.21","23.30"
3650,250490,46918,20624,"8152.3","17.30","4.20","3.80","18.30","28.80","18.20","7.43","20.80"
3651,250491,46919,20625,"7709.5","16.20","4.20","4.29","18.56","25.50","18.60","7.02","17.22"
3652,250492,46920,20626,"7316.1","16.69","4.19","4.44","18.44","25.20","17.36","5.42","13.98"
3653,250493,46921,20627,"8007.5","16.69","4.19","4.44","18.44","27.20","17.36","4.41","13.62"
3654,250494,46922,20628,"8859.2","17.09","4.26","4.46","18.10","32.40","21.16","3.89","13.64"
3655,250495,67942,20629,"9703.5","18.97","4.54","4.64","20.46","32.10","21.78","3.54","13.88"
3656,250612,4905,20660,"8345.8","18.41","3.64","3.67","23.70","24.80","17.25","6.60","20.90"
3657,250613,46923,20661,"8315.2","18.30","3.60","3.70","23.10","26.00","18.70","12.00","22.90"
3658,250614,46924,20662,"7940.5","18.10","3.70","3.70","22.50","26.20","18.70","15.20","24.90"
3659,250615,46925,20663,"7167.7","17.80","3.70","3.60","22.20","26.20","18.50","13.90","25.40"
3660,250616,46926,20664,"7167.7","17.90","3.70","3.80","21.00","25.10","17.40","11.23","23.95"
3661,250617,46927,20665,"6933","17.90","3.70","3.80","21.00","24.90","17.40","9.97","24.98"
3662,250618,46928,20666,"6855.3","17.80","3.80","3.60","17.60","25.80","17.00","7.81","23.84"
3663,250619,46929,20667,"6825.4","17.18","3.94","3.83","16.89","27.80","15.79","6.80","17.84"
3664,250620,46930,20668,"6938.9","18.56","4.01","4.26","15.67","27.70","17.26","5.80","14.53"
3665,250621,46931,20669,"7145.2","18.56","4.01","4.26","15.67","26.80","17.26","5.24","13.47"
3666,250622,46932,20670,"7166.9","19.26","4.04","3.73","16.98","25.50","18.40","4.79","13.27"
3667,250623,67943,20671,"7028.6","21.63","4.44","4.20","17.88","27.30","17.38","4.04","13.04"
3668,250740,4916,20702,"5418.3","12.45","3.29","3.63","20.52","20.80","16.57","7.30","21.80"
3669,250741,46933,20703,"5846.2","13.70","3.20","3.80","19.30","21.10","19.80","12.10","21.20"
3670,250742,46934,20704,"5958.1","14.80","3.30","4.00","18.80","21.70","19.90","15.90","19.00"
3671,250743,46935,20705,"6125.4","14.50","3.40","4.10","18.20","21.70","20.00","14.40","20.90"
3672,250744,46936,20706,"6125.4","14.80","3.70","3.80","17.80","22.50","20.90","12.01","19.55"
3673,250745,46937,20707,"5176.1","14.80","3.70","3.80","17.80","21.90","20.90","10.53","20.25"
3674,250746,46938,20708,"5680.4","12.50","3.50","3.50","15.30","22.40","19.20","7.88","20.24"
3675,250747,46939,20709,"6264.9","12.77","3.85","3.93","14.70","21.40","17.37","6.76","14.60"
3676,250748,46940,20710,"6392.2","13.39","3.87","3.85","13.60","22.80","19.01","5.61","11.92"
3677,250749,46941,20711,"5889.4","13.39","3.87","3.85","13.60","25.30","19.01","4.80","12.02"
3678,250750,46942,20712,"6073.5","15.27","3.88","4.23","14.15","25.00","18.33","4.34","12.31"
3679,250751,67944,20713,"6600.6","15.77","4.15","4.20","16.74","25.50","22.67","3.92","12.07"
3680,250868,4927,20733,"7403.1","17.93","4.02","3.52","25.39","29.60","21.46","4.20","20.10"
3681,250869,46943,20734,"7783.2","17.80","4.00","3.70","23.70","29.80","23.40","6.60","24.10"
3682,250870,46944,20735,"7992.6","17.50","4.00","3.50","22.70","31.10","23.60","8.30","24.30"
3683,250871,46945,20736,"7291","17.90","4.10","3.50","23.40","31.10","24.00","7.10","23.90"
3684,250872,46946,20737,"7291","18.10","4.20","3.50","24.30","32.70","24.50","5.90","21.93"
3685,250873,46947,20738,"7174.8","18.10","4.20","3.50","24.30","32.10","24.50","5.95","21.12"
3686,250874,46948,20739,"7645.8","16.00","3.60","3.60","18.40","31.90","22.50","5.48","19.07"
3687,250875,46949,20740,"6969.8","17.40","3.86","4.11","18.57","30.30","20.45","5.20","14.84"
3688,250876,46950,20741,"7052.4","15.62","3.77","3.96","17.94","30.70","23.03","4.51","12.99"
3689,250877,46951,20742,"7289.9","15.62","3.77","3.96","17.94","29.60","23.03","3.70","12.83"
3690,250878,46952,20743,"7179.7","17.70","3.78","3.95","17.18","29.10","23.22","3.27","13.13"
3691,250879,67945,20744,"7304.8","19.06","4.60","4.78","21.58","28.40","21.12","2.97","11.68"
3692,251636,4993,20765,"8863.1","15.59","3.74","4.46","28.74","27.70","18.53","9.60","18.80"
3693,251637,47003,20766,"7906.7","15.00","3.90","4.60","28.40","28.60","21.30","16.00","22.10"
3694,251638,47004,20767,"7433.6","15.30","4.20","4.70","27.50","30.20","21.00","19.70","22.20"
3695,251639,47005,20768,"7103.2","15.40","4.20","4.30","27.00","30.20","21.30","17.50","24.90"
3696,251640,47006,20769,"7103.2","16.10","4.10","4.40","24.90","30.90","20.90","14.84","22.91"
3697,251641,47007,20770,"7949.1","16.10","4.10","4.40","24.90","28.40","20.90","13.38","25.47"
3698,251642,47008,20771,"8498.1","17.00","4.10","3.80","17.40","29.90","17.80","10.11","24.08"
3699,251643,47009,20772,"8307.2","18.08","4.64","4.51","18.37","29.80","17.15","9.44","17.02"
3700,251644,47010,20773,"8878.5","17.98","4.50","4.46","20.70","34.00","18.19","7.37","14.32"
3701,251645,47011,20774,"8346.5","17.98","4.50","4.46","20.70","33.50","18.19","5.96","13.87"
3702,251646,47012,20775,"8005.3","18.05","4.45","4.47","20.65","34.90","20.66","5.39","13.20"
3703,251647,67951,20776,"7920.9","20.89","5.03","5.04","21.33","33.00","20.16","4.69","13.09"
3704,251764,5004,20780,"13588.7","24.57","3.74","5.65","33.25","29.80","19.92","7.70","14.00"
3705,251765,47013,20781,"14536.6","22.40","4.50","6.00","30.90","29.40","20.10","9.10","14.50"
3706,251766,47014,20782,"15655","21.80","4.10","5.20","32.50","31.30","20.50","16.10","23.30"
3707,251767,47015,20783,"10373.3","21.00","4.50","4.40","27.40","31.30","18.80","13.30","23.50"
3708,251892,5015,20791,"13396.7","19.25","4.64","4.46","25.78","31.20","16.95","9.70","18.00"
3709,251893,47023,20792,"12776.6","19.60","4.60","4.30","26.50","30.20","16.70","14.40","20.00"
3710,251894,47024,20793,"12511.7","20.10","4.90","4.30","25.10","30.20","14.90","18.00","22.50"
3711,251895,47025,20794,"12332","20.10","5.30","4.60","25.10","30.20","13.80","16.50","24.60"
3712,251896,47026,20795,"12332","19.80","5.40","4.70","26.30","30.10","13.90","13.51","22.74"
3713,251897,47027,20796,"12022.7","19.80","5.40","4.70","26.30","29.10","13.90","11.87","24.73"
3714,251898,47028,20797,"11218.6","18.90","4.50","4.00","18.40","29.10","15.60","9.50","23.59"
3715,251899,47029,20798,"10983.7","16.76","4.40","4.56","18.84","31.50","14.57","8.69","18.36"
3716,251900,47030,20799,"11537.3","19.44","4.75","4.62","19.09","32.80","17.28","7.31","13.66"
3717,251901,47031,20800,"11691.1","19.44","4.75","4.62","19.09","32.50","17.28","6.38","12.52"
3718,251902,47032,20801,"11506.4","19.12","4.28","4.50","18.02","33.50","17.72","5.71","12.81"
3719,251903,67953,20802,"10992.7","21.44","4.97","4.73","23.84","33.40","20.02","5.10","13.20"
3720,252404,5048,20839,"7250.9","15.08","3.39","3.61","20.51","21.20","19.60","6.80","21.10"
3721,252405,47053,20840,"7500.4","15.00","3.40","3.60","20.30","21.60","21.30","11.60","23.30"
3722,252406,47054,20841,"7377.5","15.40","3.50","3.60","19.80","22.70","21.30","14.10","23.90"
3723,252407,47055,20842,"7099.6","15.10","3.60","3.60","19.10","22.70","21.20","13.10","24.60"
3724,252408,47056,20843,"7099.6","15.30","3.60","3.50","18.30","22.50","20.50","10.89","24.43"
3725,252409,47057,20844,"6962","15.30","3.60","3.50","18.30","22.20","20.50","9.61","23.45"
3726,252410,47058,20845,"7062.7","16.30","3.70","3.70","16.00","22.20","21.40","7.44","21.60"
3727,252411,47059,20846,"6959.2","14.84","3.83","4.00","17.12","21.80","21.30","6.24","15.74"
3728,252412,47060,20847,"7046","15.58","4.04","4.55","15.25","21.50","21.08","4.99","12.34"
3729,252413,47061,20848,"7089","15.58","4.04","4.55","15.25","22.90","21.08","4.18","11.73"
3730,252414,47062,20849,"6943.4","15.86","3.87","4.24","15.17","23.30","24.39","3.63","12.44"
3731,252415,67956,20850,"6770.7","18.12","4.33","4.87","16.90","23.70","22.28","3.21","12.53"
3732,252532,5059,20869,"11487","18.52","6.44","4.28","19.29","32.90","14.32","4.70","16.80"
3733,252533,47063,20870,"10387.8","19.50","6.60","3.80","19.70","34.50","13.10","7.40","21.00"
3734,252534,47064,20871,"10468.4","16.70","6.30","3.50","20.00","29.90","12.60","9.50","22.70"
3735,252535,47065,20872,"9772.7","20.70","6.10","3.30","23.80","29.90","13.40","8.40","21.50"
3736,252536,47066,20873,"9772.7","20.10","5.40","2.60","20.00","26.10","13.30","7.13","19.51"
3737,252537,47067,20874,"10953.8","20.10","5.40","2.60","20.00","24.80","13.30","7.19","19.72"
3738,252538,47068,20875,"9488.2","15.00","3.70","3.60","17.40","25.10","20.70","5.98","17.94"
3739,252539,47069,20876,"9418.3","14.87","3.73","3.87","18.31","28.70","19.79","5.40","12.88"
3740,252540,47070,20877,"9342.3","17.45","4.10","4.26","20.23","30.30","21.15","4.60","10.50"
3741,252541,47071,20878,"8319.2","17.45","4.10","4.26","20.23","32.30","21.15","4.02","10.80"
3742,252542,47072,20879,"7201.6","18.55","4.21","4.17","17.76","32.80","20.94","3.69","10.98"
3743,252543,67957,20880,"8143.8","20.37","4.61","4.45","21.29","30.80","21.33","2.96","11.14"
3744,257268,32152,20936,"6004.2","10.89","3.55","3.57","21.68","25.00","14.24","4.10","13.50"
3745,257269,62893,20937,"6046.5","11.40","3.40","3.60","20.60","25.90","15.80","6.70","13.10"
3746,257270,62894,20938,"6153.1","12.40","3.10","3.60","20.40","26.20","16.40","6.70","13.20"
3747,257271,62895,20939,"6085.9","12.10","3.00","3.50","19.80","26.20","16.20","5.60","15.10"
3748,257272,62896,20940,"6085.9","12.30","3.10","3.60","18.10","26.90","16.60","5.36","14.61"
3749,257273,62897,20941,"5142","12.30","3.10","3.60","18.10","29.50","16.60","5.18","14.81"
3750,257274,62898,20942,"5584.4","11.90","3.00","3.40","16.00","30.70","18.10","4.13","14.61"
3751,257275,62899,20943,"6081.4","10.69","3.21","3.48","16.15","31.30","19.25","3.34","12.85"
3752,257276,62900,20944,"6548","11.47","3.23","3.73","15.54","30.90","20.16","2.78","8.97"
3753,257277,62901,20945,"7211.1","11.47","3.23","3.73","15.54","28.80","20.16","2.63","8.15"
3754,257278,62902,20946,"7493.5","12.06","3.59","3.76","14.27","28.60","19.03","2.52","7.63"
3755,257279,68004,20947,"7980.2","14.03","3.58","4.41","16.74","28.00","20.91","2.52","8.33"
3756,257524,32174,20980,"5602.6","11.14","3.43","3.31","21.18","27.50","14.82","3.70","12.80"
3757,257525,62913,20981,"5584.8","11.30","3.40","3.30","19.80","28.00","16.30","5.80","14.60"
3758,257526,62914,20982,"5535.1","12.20","3.40","3.30","18.40","28.10","16.20","5.80","12.70"
3759,257527,62915,20983,"5682.8","12.50","3.50","3.40","18.40","28.10","16.70","5.30","14.60"
3760,257528,62916,20984,"5682.8","13.20","3.60","3.50","17.20","25.90","16.40","5.27","13.50"
3761,257529,62917,20985,"5518.8","13.20","3.60","3.50","17.20","25.40","16.40","5.08","13.62"
3762,257530,62918,20986,"5794.7","12.00","3.10","3.60","17.20","25.00","19.50","4.11","14.14"
3763,257531,62919,20987,"5575","11.49","3.03","3.76","14.89","27.40","19.22","3.25","11.82"
3764,257532,62920,20988,"5707.2","12.21","3.37","3.97","16.96","28.50","19.88","2.75","8.29"
3765,257533,62921,20989,"6747","12.21","3.37","3.97","16.96","29.50","19.88","2.58","8.26"
3766,257534,62922,20990,"7299.3","12.86","3.59","4.10","16.62","30.00","21.03","2.51","7.15"
3767,257535,68006,20991,"7063.1","14.30","3.63","4.46","17.05","31.80","21.95","2.61","7.56"
3768,257652,32185,21022,"7979.5","16.71","4.17","3.94","25.80","26.90","16.85","5.20","11.70"
3769,257653,62923,21023,"8177.1","17.50","4.10","4.00","24.40","28.80","17.90","8.10","14.10"
3770,257654,62924,21024,"8373.6","18.40","4.40","4.50","23.70","30.60","18.50","7.90","14.80"
