"fact_id","weather_key","county_key","air_key","ypll","fair_poor_health","physically_unhealthy","mentally_unhealthy","smokers","obese","drinking","unemployed","uninsured"
1,244,5840,15,8221.7,13.38,3.57,4.06,23.09,24.5,17.85,4.1,20.9
2,245,36813,16,8321.8,12.8,3.4,4.1,21.9,26.2,19.4,8.8,20.9
3,246,36814,17,8091.8,12.5,3.4,4.2,22.7,25.5,19.7,8.9,16.4
4,247,36815,18,7770.2,12.5,3.3,3.8,22.6,25.5,18.7,8.1,19.1
5,248,36816,19,7770.2,12.7,3.3,3.8,20.6,26.6,17.9,6.77,16.58
6,249,36817,20,7456.9,12.7,3.3,3.8,20.6,25.0,17.9,5.84,15.79
7,250,36818,21,7454.6,16.0,4.1,4.2,18.6,26.7,15.1,6.05,17.48
8,251,36819,22,7393.9,16.36,3.74,3.97,17.94,27.4,15.38,5.49,16.13
9,252,36820,23,7467.6,18.06,4.1,4.25,16.8,29.3,16.71,5.42,11.52
10,253,36821,24,7224.6,18.06,4.1,4.25,16.8,31.0,16.71,3.99,10.7
11,254,36822,25,7354.1,17.51,4.22,4.3,17.49,31.0,17.96,3.62,11.33
12,255,68604,26,7680.5,16.46,3.65,4.77,18.51,30.0,18.74,2.73,13.17
13,1780,5972,56,10353.6,26.48,4.84,3.96,23.54,31.6,6.02,7.1,18.2
14,1781,36933,57,9201,20.9,4.7,4.6,24.0,32.2,7.6,15.3,18.6
15,1782,36934,58,10287.3,21.2,4.4,4.7,20.5,34.3,7.2,13.9,18.0
16,1783,36935,59,9914.9,23.9,5.0,4.6,21.3,34.3,6.1,11.8,18.8
17,1784,36936,60,9914.9,28.6,6.0,5.3,26.2,35.3,NULL,9.32,19.17
18,1785,36937,61,8958.6,28.6,6.0,5.3,26.2,37.4,NULL,8.18,18.82
19,1786,36938,62,8483.6,23.1,5.0,4.8,20.4,37.7,12.3,7.22,19.24
20,1787,36939,63,9389.8,21.09,4.59,4.61,19.14,37.3,12.86,6.15,17.78
21,1788,36940,64,10235.9,20.59,4.47,4.59,19.14,38.1,14.82,6.15,14.37
22,1789,36941,65,9666,20.59,4.47,4.59,19.14,37.7,14.82,4.37,13.44
23,1790,36942,66,10461.8,23.8,4.96,4.98,19.62,40.6,13.29,3.91,13.88
24,1791,68616,67,10819.9,25.2,5.14,5.65,25.23,37.3,15.56,3.0,15.94
25,2164,6005,102,10145,20.09,4.48,4.7,29.54,35.7,8.58,5.8,14.9
26,2165,36963,103,10659.6,22.8,4.6,4.8,29.5,34.7,8.4,10.6,16.4
27,2166,36964,104,10432.4,23.6,4.7,4.4,27.9,33.1,8.4,9.7,16.1
28,2167,36965,105,10591.1,24.2,4.7,4.5,30.2,33.1,9.5,9.0,14.7
29,2168,36966,106,10591.1,25.9,4.4,4.8,29.6,32.2,7.4,7.56,15.03
30,2169,36967,107,10657.1,25.9,4.4,4.8,29.6,33.9,7.4,6.81,14.31
31,2170,36968,108,10076.3,21.4,4.8,4.8,18.5,36.6,13.4,8.21,14.49
32,2171,36969,109,10253.3,19.88,4.45,4.36,20.45,37.5,13.14,7.9,13.04
33,2172,36970,110,10566.5,20.25,4.34,4.49,18.37,34.6,15.82,7.01,10.6
34,2173,36971,111,10332.5,20.25,4.34,4.49,18.37,32.5,15.82,5.21,9.71
35,3188,6093,137,9667.1,21.65,4.41,4.9,19.68,31.7,11.17,5.2,21.5
36,3189,37043,138,9930.3,21.0,4.4,4.8,19.6,31.7,10.8,13.1,21.1
37,3190,37044,139,9621.2,21.4,4.6,5.2,19.7,33.9,10.7,11.6,20.3
38,3191,37045,140,9152.8,21.0,4.7,5.2,17.0,33.9,9.8,11.2,23.5
39,3192,37046,141,9152.8,20.4,4.7,4.9,18.0,32.4,10.1,8.48,23.29
40,3193,37047,142,9412.6,20.4,4.7,4.9,18.0,32.1,10.1,7.03,21.69
41,3194,37048,143,9812.8,22.8,4.8,4.7,19.2,30.6,12.7,6.94,22.96
42,3195,37049,144,9641.5,22.29,4.98,4.73,21.57,30.4,13.29,6.03,20.92
43,3196,37050,145,9760.5,23.1,4.55,4.65,22.36,30.5,14.89,6.2,17.65
44,3197,37051,146,10995.3,23.1,4.55,4.65,22.36,30.4,14.89,4.49,16.58
45,3198,37052,147,10747.8,25.96,5.27,5.0,21.03,29.2,12.46,3.82,17.32
46,3199,68627,148,10537.4,27.17,5.49,5.85,25.08,30.3,13.41,2.8,18.85
47,3316,6104,170,9183.9,17.77,4.17,3.15,21.69,28.5,11.31,4.6,13.9
48,3317,37053,171,8883.4,18.5,4.3,3.4,22.6,29.0,11.4,8.7,16.8
49,3318,37054,172,8753.1,17.9,4.4,3.8,20.1,31.5,9.2,8.4,14.6
50,3319,37055,173,8604,17.5,4.1,3.7,21.2,31.5,9.7,8.3,14.3
51,3320,37056,174,8604,16.7,4.4,4.4,21.4,30.6,10.3,6.84,14.04
52,3321,37057,175,8198.2,16.7,4.4,4.4,21.4,30.1,10.3,5.97,13.2
53,3322,37058,176,8064.4,18.2,4.2,4.3,19.3,30.3,15.0,5.77,12.29
54,3323,37059,177,8893.6,17.16,3.95,4.26,18.49,35.4,16.55,5.1,11.48
55,3324,37060,178,8818,18.96,4.23,4.41,18.66,36.5,16.57,4.93,9.32
56,3325,37061,179,8400.1,18.96,4.23,4.41,18.66,36.1,16.57,3.64,8.55
57,3326,37062,180,8762.6,18.63,4.3,4.66,17.45,34.3,15.85,3.45,8.66
58,3327,68628,181,8111.8,19.37,4.21,4.9,19.31,34.8,14.66,2.61,9.89
59,3572,6126,229,11597.6,20.98,4.7,4.17,27.68,32.5,13.81,5.3,15.6
60,3573,37073,230,11812.3,21.4,4.7,4.4,27.9,30.8,13.8,10.5,16.2
61,3574,37074,231,12083.7,21.0,4.7,4.6,26.9,32.1,11.5,9.4,17.1
62,3575,37075,232,11523.5,22.5,5.0,4.5,26.9,32.1,11.3,9.1,18.3
63,3576,37076,233,11523.5,22.7,5.2,5.0,26.0,31.8,10.7,7.21,16.94
64,3577,37077,234,11056.6,22.7,5.2,5.0,26.0,33.8,10.7,6.51,16.72
65,3578,37078,235,11391.9,22.8,5.0,5.1,22.3,34.7,12.9,7.03,16.09
66,3579,37079,236,11438.8,19.69,4.49,4.54,19.2,35.1,12.36,6.12,14.61
67,3580,37080,237,11419,22.97,4.98,4.91,23.13,36.8,13.8,5.97,11.97
68,3581,37081,238,11760.7,22.97,4.98,4.91,23.13,36.1,13.8,4.57,11.52
69,3582,37082,239,11905.2,21.48,4.92,4.84,20.15,35.5,14.03,4.1,12.47
70,3583,68630,240,11494.7,21.98,4.8,5.41,23.13,36.2,15.0,3.34,12.46
71,4468,6203,278,8718.4,20.6,3.81,5.14,21.4,33.0,11.88,4.3,14.1
72,4469,37143,279,9059.5,20.9,4.0,4.9,21.1,33.2,11.7,8.5,16.3
73,4470,37144,280,9006.8,19.5,4.2,4.3,19.5,33.0,10.7,8.4,16.6
74,4471,37145,281,8369.8,21.3,4.4,4.3,19.3,33.0,11.6,8.1,16.7
75,4472,37146,282,8369.8,20.7,4.5,4.3,18.4,34.9,13.3,7.01,16.15
76,4473,37147,283,8128.3,20.7,4.5,4.3,18.4,32.9,13.3,6.24,16.37
77,4474,37148,284,8733.4,21.1,4.7,4.5,19.4,33.6,13.5,6.81,15.87
78,4475,37149,285,8557.5,19.52,4.34,4.48,19.79,32.8,13.05,6.18,13.47
79,4476,37150,286,8719.7,23.81,4.76,4.42,21.51,33.3,15.61,5.88,11.68
80,4477,37151,287,9376.7,23.81,4.76,4.42,21.51,36.0,15.61,4.34,11.13
81,4724,6225,346,10811.5,16.53,3.5,3.53,23.12,31.1,14.64,4.8,13.1
82,4725,37163,347,10875.8,16.4,3.5,3.5,22.7,31.4,15.1,9.8,14.3
83,4726,37164,348,11049.1,16.5,3.5,3.6,22.1,32.0,14.5,9.4,14.3
84,4727,37165,349,10485.2,16.9,3.6,3.8,21.2,32.0,14.6,8.7,16.1
85,4728,37166,350,10485.2,17.8,3.7,3.9,21.2,32.2,14.5,6.77,15.15
86,4729,37167,351,10234.5,17.8,3.7,3.9,21.2,32.9,14.5,6.01,14.53
87,4730,37168,352,10309.1,19.1,4.5,4.5,16.8,33.7,14.5,6.31,14.65
88,4731,37169,353,10305.6,18.78,3.71,3.99,19.37,33.2,14.08,5.8,12.64
89,4732,37170,354,10474.2,19.84,4.01,4.28,18.41,33.2,16.13,5.86,11.25
90,4733,37171,355,10995.2,19.84,4.01,4.28,18.41,33.3,16.13,4.24,9.85
91,4734,37172,356,10969.5,19.7,4.41,4.74,17.62,34.6,14.69,3.71,10.05
92,4735,68639,357,11082.1,20.26,4.14,4.72,18.46,34.6,17.24,2.85,11.13
93,5748,6313,420,8063.6,13.66,3.51,3.32,20.67,30.9,10.67,3.7,16.3
94,5749,37243,421,8116.9,14.5,3.6,3.5,21.0,30.6,11.7,7.2,16.6
95,5750,37244,422,8086.4,13.6,3.4,3.3,20.2,31.4,11.5,7.3,12.8
96,5751,37245,423,7760.4,13.7,3.2,3.3,18.8,31.4,11.2,7.6,14.1
97,5752,37246,424,7760.4,14.1,3.4,3.5,18.3,30.0,11.4,6.23,14.97
98,5753,37247,425,7578.6,14.1,3.4,3.5,18.3,30.6,11.4,5.55,13.66
99,5754,37248,426,7457.5,18.4,4.2,4.3,20.2,31.2,13.5,6.16,13.68
100,5755,37249,427,7532,16.11,3.83,3.78,16.92,32.3,13.59,5.48,12.5
101,5756,37250,428,7545.7,14.72,3.78,4.04,16.42,32.8,15.59,5.2,10.3
102,5757,37251,429,8015.3,14.72,3.78,4.04,16.42,31.8,15.59,3.85,8.76
103,5758,37252,430,8270.3,19.26,4.37,4.65,16.82,32.9,15.58,3.46,9.44
104,5759,68647,431,8088.7,17.86,3.77,4.44,17.09,33.8,15.46,2.55,9.49
105,6260,6357,480,10753.8,21.95,4.54,4.62,24.74,29.9,14.03,5.1,14.7
106,6261,37283,481,11186.3,21.7,4.5,4.5,24.9,30.3,14.2,10.3,18.5
107,6262,37284,482,11140.2,21.8,4.4,4.5,24.1,31.7,14.2,10.2,17.2
108,6263,37285,483,10188.1,22.2,4.4,4.5,23.7,31.7,15.1,10.1,18.6
109,6264,37286,484,10188.1,22.6,4.5,4.8,23.8,33.9,14.7,8.38,18.58
110,6265,37287,485,10200.6,22.6,4.5,4.8,23.8,35.9,14.7,7.53,17.67
111,6266,37288,486,10301.8,23.6,4.9,5.0,20.5,36.1,14.6,7.7,16.57
112,6267,37289,487,10198.2,21.0,4.55,4.53,21.64,37.1,15.39,7.0,14.93
113,6268,37290,488,10126.9,19.88,4.63,4.43,18.91,35.8,16.46,6.87,12.99
114,6269,37291,489,10333.3,19.88,4.63,4.43,18.91,36.9,16.46,5.18,12.39
115,6270,37292,490,10464.4,22.4,4.53,5.15,19.37,36.3,15.19,4.69,11.72
116,6271,68651,491,10290.1,21.21,4.59,4.94,20.79,37.8,17.28,3.71,13.12
117,6516,6379,520,10136.4,17.88,3.64,3.33,19.0,33.0,11.68,5.3,12.5
118,6517,37303,521,10346,19.0,3.8,3.4,19.0,34.0,12.8,9.6,14.8
119,6518,37304,522,10128.1,18.5,3.8,3.5,19.6,34.1,13.3,9.3,14.1
120,6519,37305,523,9321.5,20.2,3.9,3.6,19.4,34.1,14.6,9.1,15.8
121,6520,37306,524,9321.5,21.0,4.0,3.8,19.2,35.3,14.7,7.72,16.46
122,6521,37307,525,9031.7,21.0,4.0,3.8,19.2,34.6,14.7,6.86,15.38
123,6522,37308,526,9165.5,23.7,4.9,4.7,19.7,33.6,13.4,6.91,15.33
124,6523,37309,527,9717.3,22.86,4.84,4.46,20.9,34.8,12.6,6.16,13.88
125,6524,37310,528,10049.5,21.27,4.26,4.32,19.61,36.8,15.9,5.85,12.22
126,6525,37311,529,9964.9,21.27,4.26,4.32,19.61,36.6,15.9,4.3,11.12
127,6526,37312,530,9820.8,23.88,5.04,4.67,19.68,37.7,13.85,4.0,11.01
128,6527,68653,531,9499.6,23.32,4.68,4.87,19.86,37.1,12.58,3.08,12.18
129,6644,6390,562,9144.9,14.75,3.58,3.77,26.57,35.0,8.97,4.7,17.6
130,6645,37313,563,9215.9,14.4,3.8,3.9,24.9,34.8,10.3,9.9,16.9
131,6646,37314,564,9001.9,13.8,3.9,3.8,27.4,32.9,9.5,9.6,15.5
132,6647,37315,565,8919.6,14.2,4.1,3.8,24.6,32.9,10.3,8.7,18.9
133,6648,37316,566,8919.6,14.9,4.5,4.0,23.9,28.5,10.8,7.03,18.54
134,6649,37317,567,9346.2,14.9,4.5,4.0,23.9,30.2,10.8,6.02,16.87
135,6650,37318,568,9466.2,19.0,4.5,4.5,18.5,32.2,13.6,6.62,17.31
136,6651,37319,569,9423.5,19.22,4.08,4.39,18.53,31.6,13.41,5.84,16.11
137,6652,37320,570,8845.5,20.48,4.65,4.46,20.07,31.5,14.67,5.6,13.7
138,6653,37321,571,9337.4,20.48,4.65,4.46,20.07,31.5,14.67,4.11,11.16
139,6654,37322,572,9540.8,20.55,4.56,4.67,18.86,32.4,13.55,3.52,11.56
140,6655,68654,573,9710.1,20.4,4.38,5.09,20.8,35.6,13.71,2.57,13.24
141,7284,6445,613,12358,21.23,5.11,4.47,NULL,34.8,NULL,7.1,14.6
142,7285,37363,614,12064.5,21.8,4.9,4.3,25.9,36.7,NULL,11.2,17.9
143,7286,37364,615,11929.1,22.7,4.7,4.2,25.4,39.3,NULL,10.5,18.0
144,7287,37365,616,12304.7,20.3,4.9,4.4,NULL,39.3,NULL,10.1,17.4
145,7288,37366,617,12304.7,21.3,5.0,5.0,23.9,36.5,NULL,9.13,17.67
146,7289,37367,618,11483,21.3,5.0,5.0,23.9,34.2,NULL,7.5,16.58
147,7290,37368,619,9845.9,25.1,5.1,4.9,21.2,34.8,13.1,6.63,17.1
148,7291,37369,620,8907.7,24.33,4.61,4.67,21.99,36.4,13.65,6.01,14.83
149,7292,37370,621,9186.8,23.78,4.68,4.69,21.78,40.7,14.66,5.64,11.34
150,7293,37371,622,11668.5,23.78,4.68,4.69,21.78,40.4,14.66,4.3,10.8
151,7294,37372,623,11234.4,25.46,5.02,5.02,21.79,45.1,13.29,4.02,11.3
152,7295,68659,624,11199.8,24.69,4.88,5.45,22.31,38.9,13.79,2.92,11.98
153,7540,6467,650,6603.8,11.48,3.17,3.61,20.34,28.1,11.07,3.3,13.3
154,7541,37383,651,6591.8,11.4,3.2,3.6,20.6,28.4,12.9,7.1,13.7
155,7542,37384,652,6596.7,12.0,3.1,3.7,20.1,28.0,13.3,7.0,10.2
156,7543,37385,653,6212,12.6,3.3,3.6,19.1,28.0,12.0,6.3,12.3
157,7544,37386,654,6212,12.3,3.3,3.6,18.0,29.6,12.6,4.97,12.08
158,7545,37387,655,6415.3,12.3,3.3,3.6,18.0,31.5,12.6,4.35,11.29
159,7546,37388,656,6399.7,13.8,3.6,3.8,15.5,31.3,17.0,4.52,12.13
160,7547,37389,657,6167.1,14.24,3.38,3.73,14.0,30.1,14.73,4.24,10.58
161,7548,37390,658,6226.7,14.62,3.68,3.86,16.87,29.2,18.77,4.4,8.39
162,7549,37391,659,6354.4,14.62,3.68,3.86,16.87,32.9,18.77,3.23,7.4
163,7550,37392,660,6106,16.49,3.98,4.14,15.56,35.0,17.05,2.85,7.86
164,7551,68661,661,5942.4,14.84,3.63,4.43,14.97,37.7,17.73,2.18,8.14
165,7668,6478,682,13296.7,24.72,4.06,4.43,NULL,40.0,NULL,7.8,15.8
166,7669,37393,683,11134,25.2,4.2,4.7,20.4,40.8,13.0,13.8,17.9
167,7671,37395,684,10936.8,24.9,4.1,4.2,15.5,42.1,14.1,14.5,18.8
168,7672,37396,685,10936.8,27.7,4.3,5.4,17.0,40.1,NULL,11.64,17.91
169,7673,37397,686,11184.6,27.7,4.3,5.4,17.0,40.4,NULL,9.87,17.23
170,7674,37398,687,12106.2,33.2,5.8,5.5,24.1,39.6,10.3,8.85,17.22
171,7675,37399,688,12047.7,35.68,5.67,5.32,23.72,40.3,10.18,7.97,16.67
172,7676,37400,689,15395.7,31.98,5.7,5.23,23.01,40.3,11.49,7.82,12.47
173,7677,37401,690,15413,31.98,5.7,5.23,23.01,43.1,11.49,6.54,12.88
174,7678,37402,691,13159.1,33.63,5.87,5.43,22.49,42.8,10.72,5.89,11.36
175,7679,68662,692,13369.4,28.83,5.28,5.39,23.11,43.1,11.4,4.51,13.38
176,7796,6489,715,10788.8,27.68,5.07,4.86,24.72,32.8,6.23,6.5,12.3
177,7797,37403,716,11703.5,28.4,5.2,5.0,23.5,34.0,9.7,13.2,13.0
178,7798,37404,717,12212.3,29.5,5.3,5.2,24.9,36.8,10.3,11.5,16.1
179,7799,37405,718,11323.1,29.1,5.3,5.1,23.3,36.8,9.9,10.3,16.2
180,7800,37406,719,11323.1,29.9,5.6,5.1,23.1,38.4,10.5,8.13,15.74
181,7801,37407,720,10790.4,29.9,5.6,5.1,23.1,38.0,10.5,7.11,14.68
182,7802,37408,721,11677.3,24.9,5.2,4.9,21.8,37.6,11.7,7.68,14.56
183,7803,37409,722,11205,23.72,4.67,4.7,21.61,39.0,12.74,6.57,13.46
184,8052,6511,747,9525.2,17.61,4.41,4.27,22.15,32.2,12.3,4.2,15.4
185,8053,37423,748,9758.3,17.4,4.3,4.2,22.2,33.1,13.0,9.1,18.8
186,8054,37424,749,10163.7,16.6,4.3,4.3,22.7,34.6,13.0,8.3,14.0
187,8055,37425,750,9445.7,17.1,4.3,4.3,22.0,34.6,12.2,8.2,17.5
188,8056,37426,751,9445.7,17.6,4.3,4.1,21.7,33.2,12.4,6.62,14.9
189,8057,37427,752,8827.7,17.6,4.3,4.1,21.7,32.9,12.4,5.84,15.21
190,8058,37428,753,8554.2,20.0,4.5,4.5,20.4,32.7,15.4,5.95,15.24
191,8059,37429,754,8286.1,20.24,4.46,4.49,19.65,34.3,15.37,5.45,12.17
192,8060,37430,755,8442.8,20.86,4.46,4.69,20.08,33.4,18.84,5.77,9.76
193,8061,37431,756,8855,20.86,4.46,4.69,20.08,34.1,18.84,4.14,9.21
194,8062,37432,757,8773.6,20.26,4.5,5.04,17.87,34.6,16.05,3.66,9.31
195,8063,68665,758,8535.3,21.49,4.38,4.97,19.97,36.1,14.62,2.71,10.15
196,8180,6522,779,15507.1,29.04,6.43,4.49,30.11,32.4,10.8,5.1,13.4
197,8181,37433,780,15243.7,31.9,6.1,4.6,29.3,33.1,8.9,10.6,14.9
198,20212,28214,1015,13084.1,17.37,3.71,3.84,16.18,31.5,10.79,10.6,9.1
199,20213,46763,1016,13482.6,17.8,3.8,4.1,15.9,31.7,11.6,14.6,13.5
200,20214,46764,1017,13361.3,19.4,3.9,4.1,16.2,33.3,11.4,16.4,23.4
201,20215,46765,1018,14038.6,19.7,3.9,4.3,16.4,33.3,12.7,18.9,21.4
202,20216,46766,1019,14038.6,20.3,3.8,4.3,18.4,31.8,13.4,19.58,21.56
203,20217,46767,1020,14349.7,20.3,3.8,4.3,18.4,31.9,13.4,19.8,25.31
204,20218,46768,1021,14319.8,29.5,5.7,5.3,25.6,32.8,14.6,15.97,23.58
205,20219,46769,1022,14480.3,30.45,6.23,5.78,29.62,35.2,15.44,13.41,21.05
206,20220,46770,1023,15318.7,26.16,5.6,5.5,21.55,33.7,11.89,11.33,17.52
207,20221,46771,1024,16294.3,26.16,5.6,5.5,21.55,34.4,11.89,10.42,19.51
208,20222,46772,1025,15888.9,25.95,5.61,5.35,21.51,33.5,12.94,10.07,19.17
209,20223,66410,1026,15485.6,31.19,6.54,6.13,25.03,35.4,15.22,9.86,21.19
210,20340,28225,1058,8110.5,16.79,3.97,3.6,20.99,22.4,13.2,5.3,17.9
211,20341,46773,1059,8149.5,17.6,4.0,3.6,21.7,23.3,15.6,7.4,21.8
212,20342,46774,1060,7857.4,18.0,4.0,3.5,20.9,23.7,14.0,8.4,16.5
213,20343,46775,1061,7827.6,18.3,4.2,3.7,21.2,23.7,13.6,8.8,17.1
214,20344,46776,1062,7827.6,18.7,4.2,3.8,21.7,24.7,12.9,8.22,18.85
215,20345,46777,1063,7411.8,18.7,4.2,3.8,21.7,23.6,12.9,8.81,18.77
216,20346,46778,1064,7158.5,19.1,4.1,3.9,16.0,24.7,14.9,8.44,17.7
217,20347,46779,1065,7380.1,18.31,4.03,3.68,16.52,26.0,15.3,7.42,14.2
218,20348,46780,1066,7353,17.4,4.12,3.97,15.94,26.6,16.02,6.12,10.68
219,20349,46781,1067,7598.3,17.4,4.12,3.97,15.94,26.9,16.02,5.61,10.46
220,20350,46782,1068,7452.3,18.07,4.23,4.31,15.0,29.8,14.75,5.6,10.46
221,20351,66411,1069,7614.3,19.98,4.43,4.39,17.35,30.9,20.15,5.73,11.18
222,20468,28236,1101,7459.6,11.33,2.8,3.04,16.02,21.5,14.68,5.1,18.3
223,20469,46783,1102,7454.8,11.3,2.9,3.0,15.2,20.8,15.8,7.7,23.5
224,20470,46784,1103,7331.6,11.3,2.9,2.9,14.6,25.3,15.2,8.9,19.5
225,20471,46785,1104,7342.4,11.6,3.0,3.0,14.6,25.3,15.6,9.2,21.4
226,20472,46786,1105,7342.4,12.8,3.1,3.1,15.2,23.3,15.1,8.13,22.56
227,20473,46787,1106,7744,12.8,3.1,3.1,15.2,24.0,15.1,8.11,24.79
228,20474,46788,1107,7714.5,15.9,3.8,4.0,19.8,21.5,19.2,7.16,21.13
229,20475,46789,1108,7410.3,18.1,4.31,4.52,18.28,23.2,19.41,6.55,18.81
230,20476,46790,1109,7528.3,15.99,4.2,4.54,16.36,22.8,19.86,5.92,14.56
231,20477,46791,1110,8447.2,15.99,4.2,4.54,16.36,23.7,19.86,5.55,13.76
232,20478,46792,1111,8704.8,15.88,4.19,4.22,15.99,23.8,17.4,5.49,13.12
233,20479,66412,1112,8539.1,17.85,4.34,4.56,17.12,24.5,19.84,5.55,13.08
234,20596,28247,1144,12237.1,20.06,4.84,5.06,24.05,27.1,11.01,6.0,15.9
235,20597,46793,1145,12019.8,19.7,4.9,4.9,23.9,25.8,14.8,10.4,16.5
236,20598,46794,1146,11415.8,21.5,5.0,5.1,25.4,25.8,15.9,11.1,19.2
237,20599,46795,1147,10843.4,22.8,4.9,5.5,26.0,25.8,15.5,10.8,19.5
238,20600,46796,1148,10843.4,21.4,4.6,5.5,24.4,26.3,14.7,9.41,19.61
239,20601,46797,1149,10899,21.4,4.6,5.5,24.4,27.1,14.7,9.31,20.88
240,20602,46798,1150,11630.1,19.4,4.3,4.1,18.0,26.8,13.1,8.41,19.63
241,20603,46799,1151,11808.1,18.69,4.11,4.27,17.91,27.5,14.12,7.96,17.56
242,20604,46800,1152,12809,21.46,5.09,4.85,18.14,27.5,14.52,7.17,13.55
243,20605,46801,1153,13956.7,21.46,5.09,4.85,18.14,31.1,14.52,6.06,14.38
244,20606,46802,1154,14227.3,18.67,4.51,4.49,17.63,30.8,15.66,5.89,13.48
245,20607,66413,1155,14180.1,22.01,5.07,5.01,22.86,31.1,20.18,5.5,14.51
246,20980,28291,1233,6977.8,15.27,3.19,3.08,19.42,22.5,16.21,4.8,21.3
247,20981,46833,1234,6862.7,15.0,3.2,3.1,18.0,23.1,17.5,8.3,24.8
248,20982,46834,1235,6534.1,14.7,3.2,3.2,17.0,23.7,17.3,9.1,20.2
249,20983,46835,1236,6247.1,14.6,3.1,3.1,16.6,23.7,17.0,8.4,19.2
250,20984,46836,1237,6247.1,14.7,3.2,3.2,15.8,22.8,16.7,7.14,19.65
251,20985,46837,1238,6052.5,14.7,3.2,3.2,15.8,22.6,16.7,6.73,20.0
252,20986,46838,1239,6082,15.3,3.5,3.4,15.1,22.2,17.1,5.87,19.78
253,20987,46839,1240,6136,15.49,3.56,3.61,13.02,25.4,16.29,5.18,15.58
254,20988,46840,1241,6146.5,14.63,3.59,3.67,13.75,26.3,18.54,4.51,12.45
255,20989,46841,1242,6352.9,14.63,3.59,3.67,13.75,26.6,18.54,4.17,11.75
256,20990,46842,1243,6474.5,15.62,3.58,3.78,13.69,26.9,18.21,4.14,12.08
257,20991,66417,1244,6461.5,17.83,4.34,4.03,15.41,27.1,18.86,4.02,12.6
258,21108,28302,1262,11158.9,20.86,4.24,3.64,30.39,26.2,17.04,7.0,21.8
259,21109,46843,1263,10928.8,19.8,4.2,3.8,29.3,27.0,20.2,10.4,21.4
260,21110,46844,1264,10373.6,20.1,4.2,4.3,28.4,27.1,18.5,11.2,19.9
261,21111,46845,1265,9828.4,19.6,4.2,4.3,27.5,27.1,17.4,11.0,20.4
262,21112,46846,1266,9828.4,20.3,4.4,4.4,26.9,27.1,16.3,9.86,20.11
263,21113,46847,1267,10461.8,20.3,4.4,4.4,26.9,26.6,16.3,9.64,23.1
264,21114,46848,1268,10589.1,19.3,4.1,4.0,20.0,28.1,15.1,8.82,22.16
265,21115,46849,1269,10596.1,17.29,4.3,4.3,18.77,29.6,14.23,8.02,19.48
266,21116,46850,1270,10556.5,20.85,4.9,4.51,20.03,30.4,15.51,6.58,13.98
267,21117,46851,1271,10639,20.85,4.9,4.51,20.03,31.9,15.51,5.86,12.11
268,21118,46852,1272,10257.2,18.91,4.42,4.76,19.35,31.8,16.14,5.77,13.36
269,21119,66418,1273,10068.4,22.52,4.96,4.81,24.63,30.7,21.16,5.67,12.84
270,21236,28313,1298,12182.8,17.33,3.5,3.82,18.56,26.1,11.08,9.2,13.8
271,21237,46853,1299,12381,18.1,3.6,3.7,18.1,27.6,12.8,14.1,19.0
272,21238,46854,1300,11874.8,16.5,3.4,3.6,17.7,31.5,12.3,15.7,19.5
273,21239,46855,1301,11848.1,16.8,3.9,3.6,16.9,31.5,12.4,16.0,19.4
274,21240,46856,1302,11848.1,17.5,4.1,3.7,16.8,31.7,11.4,15.22,21.17
275,21241,46857,1303,12511.7,17.5,4.1,3.7,16.8,31.2,11.4,15.19,22.61
276,21242,46858,1304,12609,21.5,4.7,4.6,23.4,30.9,14.6,11.26,21.53
277,21243,46859,1305,12283,22.67,5.36,5.28,23.75,30.9,14.57,9.69,18.61
278,21244,46860,1306,11950.1,23.79,5.76,5.07,21.5,31.4,15.14,8.14,15.57
279,21245,46861,1307,12723.5,23.79,5.76,5.07,21.5,33.0,15.14,7.57,13.91
280,21246,46862,1308,13754.9,24.28,4.97,5.24,20.61,34.0,13.65,7.76,15.12
281,21247,66419,1309,14257.1,26.78,5.69,5.03,23.46,33.3,16.06,7.34,14.38
282,21364,28324,1341,8019.1,13.77,3.59,3.38,17.61,21.2,14.53,5.1,19.4
283,21365,46863,1342,7699.3,14.2,3.7,3.3,17.3,23.5,16.2,8.3,22.7
284,21366,46864,1343,7720.8,14.7,3.7,3.5,16.7,25.6,16.0,9.0,18.2
285,21367,46865,1344,7390,14.5,3.7,3.4,16.4,25.6,15.6,8.4,18.2
286,21368,46866,1345,7390,14.4,3.7,3.5,15.6,24.1,15.2,7.26,17.66
287,21369,46867,1346,7142,14.4,3.7,3.5,15.6,22.1,15.2,7.03,18.76
288,21370,46868,1347,7154.9,16.1,3.5,3.7,14.6,21.7,16.2,6.17,18.82
289,21371,46869,1348,7135.6,15.79,3.55,3.93,13.42,24.2,16.11,5.56,16.04
290,21372,46870,1349,7228.8,16.06,3.87,3.85,13.89,24.9,16.97,4.89,12.23
291,21373,46871,1350,7281.7,16.06,3.87,3.85,13.89,25.1,16.97,4.48,11.0
292,21374,46872,1351,7369.9,17.16,3.87,4.05,14.92,25.0,16.97,4.49,10.86
293,21375,66420,1352,7532.7,18.42,4.29,4.48,16.98,25.4,20.46,4.43,12.35
294,21492,28335,1383,9010.3,17.07,3.63,3.35,19.97,28.1,16.91,6.8,21.5
295,21493,46873,1384,9068,16.4,3.6,3.4,19.4,29.0,18.5,11.4,22.4
