SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,38,001,North Dakota,Adams County,1,0,2200,1099,1101,1018,1017,16,10,10,8,27,46,2,0,26,20,1042,1036,23,15,24,18,34,52,5,0,1069,1085,995,1003,16,10,10,8,27,46,2,0,19,18,1014,1020,21,15,18,16,33,52,3,0,30,16,23,14,0,0,0,0,0,0,0,0,7,2,28,16,2,0,6,2,1,0,2,0
050,38,001,North Dakota,Adams County,1,1,127,66,61,57,52,0,0,1,1,5,6,0,0,3,2,60,54,1,1,3,2,5,6,0,0,64,61,57,52,0,0,1,1,5,6,0,0,1,2,58,54,1,1,1,2,5,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,2,111,56,55,51,51,0,0,0,0,3,4,0,0,2,0,52,51,1,0,1,0,3,4,1,0,52,55,49,51,0,0,0,0,3,4,0,0,0,0,49,51,0,0,0,0,3,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,1,0,0,0,1,0
050,38,001,North Dakota,Adams County,1,3,123,62,61,55,55,3,0,2,0,1,3,0,0,1,3,56,57,4,2,2,1,1,4,0,0,60,56,53,51,3,0,2,0,1,3,0,0,1,2,54,52,4,2,2,0,1,4,0,0,2,5,2,4,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,1,0,0,0,0
050,38,001,North Dakota,Adams County,1,4,118,64,54,54,44,2,4,1,2,1,2,0,0,6,2,60,46,3,5,5,2,2,3,0,0,60,51,51,41,2,4,1,2,1,2,0,0,5,2,56,43,3,5,4,2,2,3,0,0,4,3,3,3,0,0,0,0,0,0,0,0,1,0,4,3,0,0,1,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,5,92,44,48,37,45,2,1,1,1,0,0,2,0,2,1,39,46,2,1,1,2,2,0,3,0,42,48,35,45,2,1,1,1,0,0,2,0,2,1,37,46,2,1,1,2,2,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,6,90,46,44,40,41,1,0,0,0,2,1,0,0,3,2,43,43,1,1,1,1,4,1,0,0,46,44,40,41,1,0,0,0,2,1,0,0,3,2,43,43,1,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,7,132,66,66,55,44,1,0,2,0,5,20,0,0,3,2,57,46,3,0,4,1,6,21,1,0,64,63,55,42,1,0,2,0,5,20,0,0,1,1,56,43,2,0,2,0,5,21,0,0,2,3,0,2,0,0,0,0,0,0,0,0,2,1,1,3,1,0,2,1,1,0,1,0
050,38,001,North Dakota,Adams County,1,8,116,65,51,57,43,0,0,0,1,8,6,0,0,0,1,57,44,0,0,0,2,8,6,0,0,64,48,56,40,0,0,0,1,8,6,0,0,0,1,56,41,0,0,0,2,8,6,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,9,105,59,46,50,45,3,0,0,0,2,0,0,0,4,1,54,46,4,0,2,0,3,1,0,0,58,46,49,45,3,0,0,0,2,0,0,0,4,1,53,46,4,0,2,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,10,100,44,56,43,55,0,0,1,0,0,0,0,0,0,1,43,56,0,0,1,1,0,0,0,0,41,55,40,54,0,0,1,0,0,0,0,0,0,1,40,55,0,0,1,1,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,11,110,55,55,55,52,0,2,0,0,0,0,0,0,0,1,55,53,0,2,0,0,0,1,0,0,55,55,55,52,0,2,0,0,0,0,0,0,0,1,55,53,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,12,167,78,89,74,81,3,3,0,2,0,1,0,0,1,2,75,83,3,3,1,3,0,2,0,0,76,88,72,80,3,3,0,2,0,1,0,0,1,2,73,82,3,3,1,3,0,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,13,187,100,87,100,84,0,0,0,0,0,1,0,0,0,2,100,86,0,0,0,2,0,1,0,0,99,87,99,84,0,0,0,0,0,1,0,0,0,2,99,86,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,14,193,95,98,93,97,0,0,2,0,0,1,0,0,0,0,93,97,0,0,2,0,0,1,0,0,93,98,91,97,0,0,2,0,0,1,0,0,0,0,91,97,0,0,2,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,15,148,73,75,72,75,1,0,0,0,0,0,0,0,0,0,72,75,1,0,0,0,0,0,0,0,70,75,69,75,1,0,0,0,0,0,0,0,0,0,69,75,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,16,100,51,49,51,48,0,0,0,0,0,1,0,0,0,0,51,48,0,0,0,0,0,1,0,0,51,49,51,48,0,0,0,0,0,1,0,0,0,0,51,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,17,85,42,43,41,43,0,0,0,0,0,0,0,0,1,0,42,43,0,0,1,0,0,0,0,0,42,43,41,43,0,0,0,0,0,0,0,0,1,0,42,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,1,18,96,33,63,33,62,0,0,0,1,0,0,0,0,0,0,33,62,0,0,0,1,0,0,0,0,32,63,32,62,0,0,0,1,0,0,0,0,0,0,32,62,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,0,2188,1094,1094,1011,1014,18,10,10,8,25,43,2,0,28,19,1036,1033,24,14,26,19,35,48,3,0,1062,1075,987,997,18,10,10,8,25,43,2,0,20,17,1005,1014,22,13,21,18,32,48,2,0,32,19,24,17,0,0,0,0,0,0,0,0,8,2,31,19,2,1,5,1,3,0,1,0
050,38,001,North Dakota,Adams County,2,1,124,65,59,57,52,0,0,1,1,4,4,0,0,3,2,60,54,0,0,4,2,4,5,0,0,63,59,57,52,0,0,1,1,4,4,0,0,1,2,58,54,0,0,2,2,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,2,109,56,53,50,49,0,0,0,0,3,4,0,0,3,0,53,49,1,0,0,0,5,4,0,0,51,53,48,49,0,0,0,0,3,4,0,0,0,0,48,49,0,0,0,0,3,4,0,0,5,0,2,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0,2,0,0,0
050,38,001,North Dakota,Adams County,2,3,125,62,63,55,57,3,0,2,0,1,3,0,0,1,3,56,60,4,2,2,0,1,4,0,0,60,57,53,52,3,0,2,0,1,3,0,0,1,2,54,54,4,1,2,0,1,4,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,1,2,6,0,1,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,4,119,64,55,54,46,2,4,1,2,1,2,0,0,6,1,60,47,2,4,5,3,3,2,0,0,60,51,51,42,2,4,1,2,1,2,0,0,5,1,56,43,2,4,4,3,3,2,0,0,4,4,3,4,0,0,0,0,0,0,0,0,1,0,4,4,0,0,1,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,5,94,45,49,37,46,2,1,1,1,0,0,2,0,3,1,40,47,2,1,2,2,2,0,2,0,43,49,35,46,2,1,1,1,0,0,2,0,3,1,38,47,2,1,2,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,6,90,45,45,39,42,1,0,0,0,2,1,0,0,3,2,41,44,2,1,2,1,3,1,0,0,45,45,39,42,1,0,0,0,2,1,0,0,3,2,41,44,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,7,129,66,63,55,43,1,0,2,0,5,18,0,0,3,2,57,45,2,0,4,1,7,19,1,0,64,60,55,41,1,0,2,0,5,18,0,0,1,1,56,42,1,0,2,0,6,19,0,0,2,3,0,2,0,0,0,0,0,0,0,0,2,1,1,3,1,0,2,1,1,0,1,0
050,38,001,North Dakota,Adams County,2,8,115,63,52,56,43,0,0,0,1,7,7,0,0,0,1,56,44,0,0,0,1,7,8,0,0,62,49,55,40,0,0,0,1,7,7,0,0,0,1,55,41,0,0,0,1,7,8,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,9,106,60,46,50,45,4,0,0,0,2,0,0,0,4,1,53,46,5,1,3,1,3,0,0,0,59,45,49,44,4,0,0,0,2,0,0,0,4,1,52,45,5,1,3,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,10,97,43,54,42,53,0,0,1,0,0,0,0,0,0,1,42,54,0,0,1,1,0,0,0,0,40,53,39,52,0,0,1,0,0,0,0,0,0,1,39,53,0,0,1,1,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,11,108,54,54,54,51,0,2,0,0,0,0,0,0,0,1,54,52,0,2,0,0,0,1,0,0,54,54,54,51,0,2,0,0,0,0,0,0,0,1,54,52,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,12,168,79,89,75,81,3,3,0,2,0,1,0,0,1,2,76,83,3,3,1,4,0,1,0,0,77,88,73,80,3,3,0,2,0,1,0,0,1,2,74,82,3,3,1,4,0,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,13,184,100,84,99,81,1,0,0,0,0,1,0,0,0,2,99,83,1,0,0,2,0,1,0,0,99,84,98,81,1,0,0,0,0,1,0,0,0,2,98,83,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,14,197,97,100,95,99,0,0,2,0,0,1,0,0,0,0,95,99,0,0,2,0,0,1,0,0,94,100,92,99,0,0,2,0,0,1,0,0,0,0,92,99,0,0,2,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,15,146,73,73,72,73,1,0,0,0,0,0,0,0,0,0,72,73,1,0,0,0,0,0,0,0,70,73,69,73,1,0,0,0,0,0,0,0,0,0,69,73,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,16,101,52,49,52,48,0,0,0,0,0,1,0,0,0,0,52,48,0,0,0,0,0,1,0,0,52,49,52,48,0,0,0,0,0,1,0,0,0,0,52,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,17,83,40,43,39,43,0,0,0,0,0,0,0,0,1,0,40,43,1,0,0,0,0,0,0,0,40,43,39,43,0,0,0,0,0,0,0,0,1,0,40,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,2,18,93,30,63,30,62,0,0,0,1,0,0,0,0,0,0,30,62,0,0,0,1,0,0,0,0,29,63,29,62,0,0,0,1,0,0,0,0,0,0,29,62,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
050,38,001,North Dakota,Adams County,3,0,2167,1080,1087,993,999,25,11,11,9,26,49,2,0,23,19,1012,1017,33,14,23,25,33,50,3,1,1053,1069,969,983,25,11,11,9,26,49,2,0,20,17,986,999,32,14,22,24,32,49,2,1,27,18,24,16,0,0,0,0,0,0,0,0,3,2,26,18,1,0,1,1,1,1,1,0
050,38,001,North Dakota,Adams County,3,1,112,56,56,50,48,0,0,1,1,4,5,0,0,1,2,51,50,1,0,1,3,4,5,0,0,56,56,50,48,0,0,1,1,4,5,0,0,1,2,51,50,1,0,1,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
